date,customer_id,product,category,price,quantity,revenue,region,churn
2023-02-06,133,Keyboard,Electronics,2264,2,4528,East,1
2023-02-06,408,Shoes,Fashion,4454,3,13362,South,0
2023-02-07,419,Phone,Electronics,65734,2,131468,North,1
2023-02-07,169,Mouse,Electronics,614,5,3070,South,0
2023-02-07,258,Headphones,Electronics,2572,4,10288,South,1
2023-02-07,121,Keyboard,Electronics,3595,2,7190,West,1
2023-02-07,143,Phone,Electronics,55901,4,223604,East,1
2023-02-08,127,Headphones,Electronics,3357,4,13428,East,0
2023-02-08,296,Phone,Electronics,12979,1,12979,West,0
2023-02-08,354,Phone,Electronics,28611,2,57222,East,1
2023-02-08,491,Shoes,Fashion,930,4,3720,South,0
2023-02-08,306,Phone,Electronics,27368,3,82104,East,1
2023-02-08,303,Keyboard,Electronics,2840,2,5680,North,1
2023-02-08,370,Phone,Electronics,45081,2,90162,West,0
2023-02-08,494,Laptop,Electronics,79547,1,79547,North,1
2023-02-09,113,Mouse,Electronics,3795,5,18975,East,0
2023-02-09,363,Keyboard,Electronics,1551,3,4653,East,1
2023-02-09,338,Headphones,Electronics,1519,5,7595,East,1
2023-02-09,307,Headphones,Electronics,2777,1,2777,East,0
2023-02-09,266,Phone,Electronics,23938,4,95752,West,1
2023-02-10,234,Shoes,Fashion,1170,2,2340,West,1
2023-02-10,493,Phone,Electronics,47448,3,142344,North,1
2023-02-10,414,Phone,Electronics,48457,2,96914,North,0
2023-02-10,331,Phone,Electronics,48165,1,48165,West,1
2023-02-10,225,Phone,Electronics,52071,5,260355,South,0
2023-02-11,484,Shoes,Fashion,4329,1,4329,West,1
2023-02-11,299,Phone,Electronics,24633,2,49266,East,0
2023-02-11,201,Shoes,Fashion,2439,3,7317,South,1
2023-02-11,273,Shoes,Fashion,1253,3,3759,South,1
2023-02-11,271,Keyboard,Electronics,596,5,2980,East,0
2023-02-12,329,Mouse,Electronics,4758,5,23790,West,0
2023-02-12,358,Headphones,Electronics,4861,1,4861,East,0
2023-02-13,423,Phone,Electronics,29822,3,89466,East,1
2023-02-13,121,Headphones,Electronics,3908,2,7816,North,0
2023-02-13,194,Phone,Electronics,70929,4,283716,South,1
2023-02-13,427,Laptop,Electronics,72766,4,291064,South,1
2023-02-13,454,Shoes,Fashion,2963,4,11852,South,1
2023-02-13,336,Phone,Electronics,10056,3,30168,North,1
2023-02-13,496,Shoes,Fashion,1223,5,6115,North,0
2023-02-13,153,Phone,Electronics,37361,1,37361,South,0
2023-02-13,250,Mouse,Electronics,4611,3,13833,North,1
2023-02-14,298,Keyboard,Electronics,4189,4,16756,North,1
2023-02-14,442,Shoes,Fashion,3666,4,14664,South,0
2023-02-15,182,Phone,Electronics,60224,5,301120,East,1
2023-02-15,458,Mouse,Electronics,828,1,828,East,1
2023-02-15,492,Mouse,Electronics,4402,3,13206,South,0
2023-02-15,401,Keyboard,Electronics,4532,5,22660,North,1
2023-02-15,364,Mouse,Electronics,2177,4,8708,South,0
2023-02-15,449,Phone,Electronics,59107,3,177321,South,0
2023-02-15,364,Shoes,Fashion,4819,5,24095,East,1
2023-02-15,488,Phone,Electronics,60193,1,60193,North,1
2023-02-15,139,Keyboard,Electronics,2837,5,14185,West,1
2023-02-16,474,Laptop,Electronics,56372,3,169116,South,1
2023-02-16,439,Phone,Electronics,37972,4,151888,East,1
2023-02-16,333,Keyboard,Electronics,2264,5,11320,East,0
2023-02-16,497,Mouse,Electronics,3450,1,3450,West,0
2023-02-16,453,Shoes,Fashion,3397,5,16985,East,1
2023-02-16,326,Laptop,Electronics,115916,1,115916,West,0
2023-02-16,496,Phone,Electronics,49750,1,49750,North,1
2023-02-16,499,Mouse,Electronics,4959,5,24795,East,0
2023-02-17,392,Keyboard,Electronics,2238,1,2238,East,1
2023-02-17,494,Phone,Electronics,13459,4,53836,North,0
2023-02-17,196,Phone,Electronics,59337,5,296685,East,1
2023-02-17,459,Keyboard,Electronics,3798,5,18990,South,1
2023-02-17,190,Keyboard,Electronics,3819,3,11457,North,0
2023-02-17,495,Laptop,Electronics,103127,3,309381,West,0
2023-02-17,480,Keyboard,Electronics,3208,4,12832,South,1
2023-02-17,280,Keyboard,Electronics,1802,4,7208,West,1
2023-02-17,266,Keyboard,Electronics,3313,2,6626,West,1
2023-02-18,289,Phone,Electronics,77133,2,154266,North,1
2023-02-18,452,Shoes,Fashion,4494,3,13482,West,0
2023-02-18,465,Laptop,Electronics,144745,1,144745,North,1
2023-02-18,475,Laptop,Electronics,101978,2,203956,East,0
2023-02-18,190,Headphones,Electronics,2542,2,5084,West,1
2023-02-18,262,Laptop,Electronics,75398,2,150796,West,0
2023-02-19,440,Phone,Electronics,52866,3,158598,North,0
2023-02-19,426,Mouse,Electronics,4812,4,19248,East,1
2023-02-19,266,Keyboard,Electronics,1085,3,3255,North,1
2023-02-19,312,Phone,Electronics,24262,1,24262,South,0
2023-02-19,433,Laptop,Electronics,144234,4,576936,North,1
2023-02-20,481,Keyboard,Electronics,1703,3,5109,South,0
2023-02-20,306,Laptop,Electronics,74051,5,370255,East,1
2023-02-20,462,Mouse,Electronics,2998,3,8994,East,1
2023-02-20,460,Shoes,Fashion,736,1,736,South,0
2023-02-20,389,Keyboard,Electronics,1238,3,3714,North,0
2023-02-20,294,Laptop,Electronics,110144,3,330432,South,0
2023-02-21,220,Headphones,Electronics,1862,1,1862,West,1
2023-02-21,336,Phone,Electronics,57020,3,171060,West,1
2023-02-21,123,Phone,Electronics,67481,5,337405,North,0
2023-02-21,390,Mouse,Electronics,2365,2,4730,East,0
2023-02-21,211,Laptop,Electronics,97275,1,97275,West,0
2023-02-21,439,Shoes,Fashion,2240,1,2240,North,0
2023-02-21,111,Headphones,Electronics,2542,5,12710,North,1
2023-02-22,160,Headphones,Electronics,3836,3,11508,East,1
2023-02-22,498,Shoes,Fashion,4496,2,8992,South,1
2023-02-22,496,Headphones,Electronics,2531,1,2531,East,0
2023-02-22,289,Shoes,Fashion,2234,2,4468,East,0
2023-02-22,309,Shoes,Fashion,2796,5,13980,North,1
2023-02-23,319,Shoes,Fashion,1216,2,2432,East,0
2023-02-23,225,Keyboard,Electronics,4796,5,23980,North,0
2023-02-24,361,Laptop,Electronics,100660,3,301980,East,0
2023-02-24,264,Phone,Electronics,55351,2,110702,South,0
2023-02-24,265,Keyboard,Electronics,4833,1,4833,West,1
2023-02-24,452,Headphones,Electronics,1017,2,2034,West,0
2023-02-24,199,Headphones,Electronics,4865,5,24325,West,1
2023-02-24,391,Shoes,Fashion,2970,3,8910,West,1
2023-02-24,252,Mouse,Electronics,2206,4,8824,South,1
2023-02-25,153,Mouse,Electronics,1491,3,4473,West,0
2023-02-25,373,Phone,Electronics,56731,1,56731,North,1
2023-02-25,407,Headphones,Electronics,2865,2,5730,East,1
2023-02-25,476,Headphones,Electronics,1242,5,6210,North,1
2023-02-26,105,Laptop,Electronics,62421,2,124842,West,1
2023-02-26,382,Mouse,Electronics,4830,4,19320,East,0
2023-02-26,181,Phone,Electronics,35308,2,70616,South,0
2023-02-26,190,Mouse,Electronics,4678,3,14034,East,0
2023-02-26,483,Headphones,Electronics,1008,5,5040,East,1
2023-02-26,457,Mouse,Electronics,4320,3,12960,South,0
2023-02-26,303,Laptop,Electronics,129894,4,519576,East,0
2023-02-26,288,Mouse,Electronics,3053,1,3053,West,1
2023-02-27,161,Laptop,Electronics,99449,3,298347,North,0
2023-02-27,306,Phone,Electronics,69814,3,209442,South,1
2023-02-28,124,Shoes,Fashion,3206,3,9618,East,0
2023-02-28,447,Headphones,Electronics,4738,4,18952,South,1
2023-02-28,475,Shoes,Fashion,4971,2,9942,West,1
2023-02-28,178,Laptop,Electronics,118712,2,237424,North,0
2023-03-01,363,Laptop,Electronics,50673,3,152019,South,1
2023-03-01,276,Laptop,Electronics,84894,1,84894,North,1
2023-03-01,316,Phone,Electronics,60244,3,180732,East,1
2023-03-01,228,Mouse,Electronics,2443,3,7329,East,0
2023-03-01,106,Phone,Electronics,51060,2,102120,North,1
2023-03-01,266,Laptop,Electronics,74854,3,224562,East,1
2023-03-01,437,Keyboard,Electronics,1134,5,5670,North,0
2023-03-01,237,Shoes,Fashion,2567,3,7701,South,0
2023-03-02,434,Mouse,Electronics,972,5,4860,South,1
2023-03-02,117,Keyboard,Electronics,1896,3,5688,West,0
2023-03-02,184,Shoes,Fashion,3929,4,15716,West,0
2023-03-02,148,Headphones,Electronics,4345,1,4345,South,1
2023-03-02,495,Shoes,Fashion,4423,3,13269,West,0
2023-03-02,345,Phone,Electronics,44145,2,88290,South,0
2023-03-03,256,Keyboard,Electronics,316,5,1580,South,0
2023-03-03,215,Keyboard,Electronics,2795,1,2795,South,0
2023-03-03,468,Laptop,Electronics,60616,1,60616,North,0
2023-03-04,195,Laptop,Electronics,76378,2,152756,South,0
2023-03-04,491,Shoes,Fashion,3825,3,11475,West,1
2023-03-04,268,Laptop,Electronics,144206,5,721030,East,0
2023-03-04,195,Laptop,Electronics,77001,5,385005,South,1
2023-03-04,437,Phone,Electronics,40286,1,40286,South,0
2023-03-05,190,Phone,Electronics,60033,5,300165,East,1
2023-03-05,357,Mouse,Electronics,857,2,1714,East,0
2023-03-05,332,Mouse,Electronics,1294,3,3882,South,1
2023-03-05,407,Keyboard,Electronics,4345,3,13035,South,1
2023-03-06,330,Phone,Electronics,22363,1,22363,North,0
2023-03-06,242,Laptop,Electronics,101525,4,406100,South,1
2023-03-06,423,Shoes,Fashion,2244,3,6732,North,1
2023-03-06,413,Mouse,Electronics,2109,3,6327,East,1
2023-03-06,194,Laptop,Electronics,128620,1,128620,West,1
2023-03-06,329,Keyboard,Electronics,3552,1,3552,West,0
2023-03-06,454,Shoes,Fashion,2770,3,8310,West,1
2023-03-06,389,Shoes,Fashion,3683,1,3683,North,1
2023-03-07,337,Keyboard,Electronics,4123,5,20615,West,1
2023-03-07,480,Shoes,Fashion,2736,3,8208,West,0
2023-03-07,442,Laptop,Electronics,126064,3,378192,West,0
2023-03-08,256,Laptop,Electronics,121637,5,608185,North,1
2023-03-08,134,Shoes,Fashion,2653,3,7959,West,1
2023-03-08,145,Headphones,Electronics,4108,2,8216,South,1
2023-03-08,397,Mouse,Electronics,3691,4,14764,East,0
2023-03-08,309,Phone,Electronics,77933,1,77933,East,1
2023-03-08,388,Headphones,Electronics,3633,3,10899,East,0
2023-03-08,462,Shoes,Fashion,1372,3,4116,East,0
2023-03-09,124,Phone,Electronics,50223,3,150669,West,0
2023-03-09,195,Phone,Electronics,70310,3,210930,West,0
2023-03-09,180,Shoes,Fashion,2633,3,7899,East,0
2023-03-09,421,Mouse,Electronics,921,3,2763,East,0
2023-03-09,103,Headphones,Electronics,2120,3,6360,North,1
2023-03-10,126,Laptop,Electronics,79758,1,79758,South,0
2023-03-10,476,Headphones,Electronics,1924,4,7696,West,0
2023-03-10,464,Laptop,Electronics,86169,4,344676,West,1
2023-03-10,478,Shoes,Fashion,1580,1,1580,West,0
2023-03-10,386,Mouse,Electronics,961,2,1922,West,0
2023-03-10,105,Headphones,Electronics,3044,5,15220,North,1
2023-03-11,415,Phone,Electronics,32390,4,129560,South,0
2023-03-12,423,Laptop,Electronics,147655,5,738275,South,0
2023-03-12,125,Keyboard,Electronics,4318,2,8636,North,1
2023-03-12,129,Shoes,Fashion,4179,1,4179,West,0
2023-03-12,225,Keyboard,Electronics,4711,5,23555,South,0
2023-03-13,120,Phone,Electronics,59810,2,119620,East,0
2023-03-13,417,Headphones,Electronics,3872,5,19360,East,1
2023-03-13,358,Shoes,Fashion,3965,1,3965,South,0
2023-03-13,418,Headphones,Electronics,3684,4,14736,East,1
2023-03-13,403,Keyboard,Electronics,671,4,2684,North,0
2023-03-13,346,Headphones,Electronics,2948,2,5896,North,0
2023-03-13,457,Mouse,Electronics,987,1,987,East,0
2023-03-13,256,Keyboard,Electronics,1945,2,3890,West,0
2023-03-13,356,Mouse,Electronics,1990,2,3980,East,1
2023-03-14,437,Phone,Electronics,69612,2,139224,West,0
2023-03-14,384,Keyboard,Electronics,389,4,1556,South,1
2023-03-14,266,Phone,Electronics,17140,3,51420,East,1
2023-03-14,150,Laptop,Electronics,67689,3,203067,North,1
2023-03-14,163,Phone,Electronics,73734,5,368670,East,1
2023-03-14,131,Phone,Electronics,49411,2,98822,South,1
2023-03-15,254,Phone,Electronics,56494,3,169482,North,0
2023-03-15,246,Phone,Electronics,13418,2,26836,North,1
2023-03-15,217,Shoes,Fashion,997,4,3988,West,1
2023-03-15,333,Keyboard,Electronics,4815,4,19260,South,1
2023-03-15,431,Phone,Electronics,65639,4,262556,North,1
2023-03-16,424,Shoes,Fashion,2966,3,8898,North,0
2023-03-17,473,Phone,Electronics,50054,4,200216,West,0
2023-03-17,106,Phone,Electronics,53715,3,161145,East,1
2023-03-18,273,Headphones,Electronics,3407,3,10221,South,1
2023-03-18,396,Laptop,Electronics,104259,4,417036,North,0
2023-03-18,315,Keyboard,Electronics,4346,5,21730,North,0
2023-03-18,271,Phone,Electronics,33395,1,33395,West,1
2023-03-18,383,Shoes,Fashion,889,2,1778,North,0
2023-03-18,161,Keyboard,Electronics,4505,3,13515,East,0
2023-03-19,153,Laptop,Electronics,110910,3,332730,East,0
2023-03-19,275,Phone,Electronics,43875,4,175500,West,1
2023-03-19,205,Shoes,Fashion,2995,4,11980,South,0
2023-03-19,264,Keyboard,Electronics,2640,2,5280,East,0
2023-03-19,205,Keyboard,Electronics,4287,3,12861,West,1
2023-03-19,168,Headphones,Electronics,3184,4,12736,North,0
2023-03-19,125,Headphones,Electronics,3045,3,9135,East,0
2023-03-19,405,Mouse,Electronics,3179,3,9537,South,0
2023-03-19,266,Keyboard,Electronics,360,5,1800,North,1
2023-03-20,389,Mouse,Electronics,1288,1,1288,West,0
2023-03-20,487,Headphones,Electronics,4766,3,14298,East,1
2023-03-20,191,Mouse,Electronics,4492,2,8984,East,0
2023-03-20,413,Headphones,Electronics,530,4,2120,West,0
2023-03-20,433,Phone,Electronics,33148,1,33148,South,1
2023-03-20,198,Headphones,Electronics,3880,1,3880,South,1
2023-03-20,159,Keyboard,Electronics,3808,1,3808,West,0
2023-03-20,127,Keyboard,Electronics,4232,1,4232,West,1
2023-03-20,185,Phone,Electronics,63879,4,255516,South,1
2023-03-21,448,Headphones,Electronics,3558,5,17790,West,1
